time,price_close_4_Year_CAGR,SPY_close_4_Year_CAGR,QQQ_close_4_Year_CAGR,XLK_close_4_Year_CAGR,XLF_close_4_Year_CAGR,GLD_close_4_Year_CAGR,AGG_close_4_Year_CAGR,DX-Y.NYB_close_4_Year_CAGR,WGMI_close_4_Year_CAGR,realized_price_4_Year_CAGR,thermocap_price_4_Year_CAGR,200_day_ma_price_close_4_Year_CAGR,Lagged_Energy_Value_4_Year_CAGR,price_close_2_Year_CAGR,SPY_close_2_Year_CAGR,QQQ_close_2_Year_CAGR,XLK_close_2_Year_CAGR,XLF_close_2_Year_CAGR,GLD_close_2_Year_CAGR,AGG_close_2_Year_CAGR,DX-Y.NYB_close_2_Year_CAGR,WGMI_close_2_Year_CAGR,realized_price_2_Year_CAGR,thermocap_price_2_Year_CAGR,200_day_ma_price_close_2_Year_CAGR,Lagged_Energy_Value_2_Year_CAGR
2025-09-11,25.609785524997374,11.79996356906483,12.30046522101187,15.625802202375173,11.470104491364674,18.956264394081714,-0.4398372025955166,1.3132839149769593,,26.25410210507566,25.45104872199375,22.104825345625013,85.22156565542427,110.6906839505128,23.036059137950105,25.95620307216311,26.994844419471598,26.815045862100927,37.33455812557214,6.435888461534933,-3.4844478009414814,85.9779645516427,61.99241305674159,23.91843309487276,92.17612797990307,150.59632378020828
2025-09-12,26.6897829839561,11.719205908272423,12.443684389717614,15.597375292695848,11.035016195081937,18.915394170863074,-0.49428992195451604,1.304940181597014,,26.290936872449898,25.424945335084416,22.15061855049878,72.26100807995375,110.21111581732868,22.943816265489314,25.994340948201323,26.79291698743178,26.544837611938775,37.62892798519275,6.310534070268603,-3.5071400451145096,91.62170099207327,62.066496849447184,23.924534400092277,92.23260874508013,120.77828038549647
2025-09-13,25.449368830338525,11.870435827413296,12.52374966168668,15.634287438813166,11.410616617770032,18.724750149654778,-0.5499535267636246,1.2967389037785715,,26.26830493920551,25.39732605558429,22.188639791193342,75.28814110098006,108.8900617371082,22.417188470939408,25.482340029006465,26.33560600388489,25.965187703679348,37.59396813599838,6.382708454175656,-3.8005189024901687,87.09955386090049,62.0888143056832,23.932037208453117,92.30562028341735,123.79485105850625
2025-09-14,24.522046321324087,11.638042072206666,12.315565286124075,15.382567753190024,11.14483190937019,18.899449312097815,-0.5264178019777854,1.3405202465710087,,26.215998347459802,25.37700520806039,22.23155936331549,87.11394637337557,108.58874754319667,23.16137924334749,26.570658719427453,27.56752773104616,26.29024710109711,37.141883358438974,6.505197621467951,-3.759422786069644,89.50121392977621,62.10858794681246,23.93857122788814,92.39933179106856,118.44589795006422
2025-09-15,24.53206475576828,11.830683051654066,12.535730792114585,15.62505051895997,11.163641588753514,19.89201976800117,-0.4415227177810288,1.1744944372860777,,26.203477265027765,25.359480039489355,22.269259528894825,91.91415669917433,107.95760005022119,23.488802445171842,27.11104293239517,28.14078803623068,26.14932466114308,37.85350647141183,6.595197339670933,-3.882824009025587,93.0478310387384,62.17908140195312,23.952501926646775,92.48464762572206,145.92712573047984
2025-09-16,25.362019227977783,12.066078350440579,12.847520719388239,15.978718989470586,11.226895400223146,19.999692172987228,-0.41017154233250475,0.9076325955862607,,26.21047927804454,25.339015634429572,22.32483063516284,87.05669331435679,109.98331011185654,23.40375817233513,27.057315306769002,27.917899715802697,26.00824916049016,37.99173255047137,6.616366603080537,-4.2143261118850806,95.84380173927653,62.24733651729038,23.96774173987939,92.58598876448711,150.18254796661265
2025-09-17,24.75113372135629,12.03125340812663,12.791169130481638,15.878522003968932,11.495886248018605,19.767564945120707,-0.4546828894898436,0.9702318458549852,,26.22933929438256,25.311169318886705,22.369742928058557,74.01354664730404,108.16660591303547,23.290924774171028,26.864343529943447,27.391218663323123,26.445366373644475,37.05551174178119,6.443084569070678,-4.040761606055698,97.85487770034122,62.32866094248344,23.972315165492187,92.66902500933034,117.93029996478866
2025-09-18,25.42255771672859,12.161889705266038,13.044573619563504,16.375873297907884,11.521648143792751,19.64742782213773,-0.5240410254371719,1.095078244325265,,26.248525497651286,25.28767836860213,22.415074897265864,85.50772928570281,107.36305817762899,23.70696825222023,27.571047516801418,28.521244005713587,26.576642042158195,36.84554873601602,6.4507473069921994,-3.803313961613941,99.70936265297436,62.35078391138396,23.98821662912627,92.69050438704495,157.9025186388134
2025-09-19,28.217698003743543,12.773593208812484,13.82803001829165,17.20717849389772,12.240051072911818,19.750147618988436,-0.5711998285874098,1.159431097044994,,26.35537981969136,25.266681930946522,22.477343433177378,86.07732664514593,106.43456493720223,24.586948723726376,28.934470762662713,30.19835406568918,27.156969463181003,37.51954138110505,6.478679208861227,-3.6418201716219123,104.0188245987078,62.50010413090698,24.004398224832315,92.74514862446924,156.33705196891867
2025-09-20,29.89734467255103,12.800237994833052,13.793045113246084,17.195654258054425,12.278475192419025,19.551321151564103,-0.5818988860171515,1.1702836155073948,,26.41434747514704,25.2559362132758,22.54753679415171,94.13325542824458,108.85129272413315,25.62949155851817,30.132296702429272,31.202364845156993,28.22091604279462,38.020666572577476,6.843663534982647,-3.7333183484270727,107.67069963914535,62.5429834341714,24.01843271846966,92.80669623688547,151.52788133072983
2025-09-21,27.47274686605774,12.526816888756919,13.528865499457199,16.797369602140066,11.814202496620485,19.66318381298695,-0.5904562632894295,1.0998471279183963,,26.40894442145525,25.24338043042711,22.60191901587374,92.31903442762335,107.96214203437296,25.770977658972072,30.12319756320263,31.06263355490202,28.7151686786556,37.80027258375844,6.618603028216596,-3.8336679950818464,111.41280233427966,62.57579287186945,24.036771160712433,92.84947388267253,169.43886555033703
2025-09-22,25.939832412864703,12.320044646502515,13.435748646405354,16.835258843200627,11.102040370193889,20.527022562767417,-0.4979463859103861,1.1170205359178675,,26.391775273942386,25.219671126150956,22.655911209320113,78.96213573477631,105.6070490879986,26.068138355015137,30.50779480535035,32.02315965965481,28.629446300874626,38.987573085696866,6.554789849506704,-3.986448761085315,117.45617526839554,62.56798281006925,24.04582295997195,92.87523824925022,133.61089999657304
2025-09-23,27.301561523321926,12.120735066464828,13.22035983731984,16.561838100870354,10.832917827139488,20.68873197584726,-0.4151415541613135,1.0364899194071464,,26.453349125982186,25.200559282702994,22.724764915968976,82.27253309183216,106.04114296367335,25.72454576293035,30.073637572027835,31.4520991946595,28.343283877384273,39.271261242771736,6.63986143988009,-4.020981423237524,114.7940071306047,62.647902651979635,24.05506227983494,92.91644214800331,135.71301379927573
2025-09-24,27.691510274706598,12.03144669430749,13.120862425262182,16.38151023794365,10.755526396688397,20.41434567094962,-0.4623223055061354,1.1945402262218296,,26.485563690213265,25.184118806667865,22.805013558691336,86.0059737066948,107.64586668151095,25.26129092164855,29.53784244102735,30.834978615720622,28.012067394733855,38.99713426038174,6.961670009002097,-3.9113995989324413,121.17432006651305,62.740316761629146,24.067719336013703,92.94076756436667,145.468001447054
2025-09-25,26.222802454109374,11.902008342769532,12.998740851270728,16.330286937355453,10.683147865044429,20.539537420854327,-0.49713045914974163,1.3698588865618255,,26.300189927139872,25.16794451949538,22.893262077586417,85.79351400648838,104.76466074705249,25.900247452229365,30.239879385651225,31.912868659192185,28.70599342165705,39.84618328718663,6.954962869829062,-3.682606045478831,117.39691901383131,62.81477166881431,24.079061968493278,92.97278991814055,144.03132750490025
2025-09-26,26.321098243372877,12.142230722603674,13.341551665971153,16.70207980007983,10.51044044075946,20.650358262577374,-0.44518776775990254,1.2532829868889594,,26.29396756984108,25.145248556846546,22.98729442899066,77.37861667709906,104.14774849405165,26.235183246559313,30.354654948748184,32.01017614336901,29.271636113962085,41.12455098319503,7.180330754322695,-4.076722005815525,112.30083713427005,62.85230652615348,24.084214068857612,93.01307007806012,121.12276924319833
2025-09-27,27.494323664549093,12.71442734902215,14.157859117934679,17.583262557609714,10.97163158640928,20.94522373956318,-0.34126525536317676,1.1478375912366001,,26.326313755486176,25.12730531802987,23.080261216033684,84.42426551138757,101.65035937338432,25.870851621753577,29.81283014823566,31.54472840950575,28.807467235070018,41.478490987172,7.020813942298787,-3.8737491120950485,107.76397374624737,62.86685980250102,24.095739759049707,93.04927833146992,146.2195842090619
2025-09-28,28.39534309576004,12.667050165125083,14.204694457896029,17.620375922946852,10.94979440729864,21.081815708860297,-0.35862047841472844,0.9947070776047839,,26.33442254639484,25.115491503244257,23.189903681497228,94.0544195722224,104.04804691627447,26.02387147084164,29.765711706145726,31.31984487286712,29.407976735376586,42.21101150716087,7.071996812161974,-3.851115410621664,109.4310011044528,62.87342412123984,24.10910930291785,93.13560867635744,153.17246908757372
2025-09-29,27.096236616618906,13.093289103838135,14.4419575057527,17.98958373809636,11.52994316397551,21.03777841320884,-0.3070214767437074,0.9569977269893393,,26.320517472162663,25.09083070432425,23.294557716734676,75.19394553066878,105.71766382672165,26.200833855369332,30.065845453853534,31.670229533662877,29.731933707296186,43.37920642329303,7.17359587657076,-3.968739710038871,118.51674548592537,62.93296893941156,24.119256979386105,93.24861357568908,139.81027563429592
2025-09-30,24.086761232260923,12.865797399210411,14.343371500203883,17.70930890755853,10.940403200185433,21.22714576547997,-0.3854420399905467,0.9771813847113009,,26.28164790930412,25.073715794727836,23.36655139758239,87.6703062183346,101.9816398565292,26.438301301520628,30.24386138893029,32.02905939356915,29.419989773622213,43.99013436846393,7.168250297732448,-4.037424522024702,118.5908798153644,63.04608365488795,24.13428798002599,93.32533614871474,155.3679173104684
2025-10-01,25.098196478742274,12.961824289425273,14.48025050021917,17.996413371202124,10.69244318621092,21.274862054525045,-0.32194958608966484,0.9616863984292623,,26.337280095035,25.041459537823485,23.444158083492027,73.05804939464196,106.76856671027907,26.6787401276402,30.014475196076805,31.967390899570812,29.38937939582218,44.86596782796099,7.680455851380352,-4.3949905175200925,117.84189503714421,63.29872230112778,24.1443892196489,93.43705783386922,138.20753384364667
2025-10-02,25.799437392671564,12.994335112566446,14.597728684951306,18.155702888291625,10.671706152051641,21.169129075650005,-0.29459658048418547,0.9978315893339085,,26.37762961962704,25.0183001560387,23.536369030659255,77.97620279567535,109.42189799120806,27.608632180074565,31.439925042823248,33.46046027827094,30.375641433950463,44.8227692043887,8.164306062624881,-4.37124035898716,132.07012906392083,63.461776665973055,24.150152386943134,93.61394808798089,117.97528111596635
2025-10-03,25.645173399364076,13.36117117148432,15.08563820706199,18.700031510557015,11.104141126304823,21.27014858733276,-0.30459945056375837,1.0260992807956226,,26.402668575709498,24.9912614993681,23.62190150249519,68.50206153916432,109.75978556726753,27.145581887911785,30.27949817670632,32.30234088695359,30.344641585391805,45.41188009115669,7.726719356967848,-4.34534728028636,132.68386463593487,63.61397064605055,24.158084614186958,93.77861222926605,128.83244305469432
2025-10-04,24.163235318067766,13.068194226744033,14.700501074198446,18.28085733107143,10.567222359104234,21.411735500014405,-0.24596688594652472,0.9803802842351494,,26.3545721159838,24.9620371415201,23.703837710492536,71.16101033818313,110.74149956166339,27.16955120342368,30.47185707780209,32.21418003392704,30.045904353105346,45.54531802901754,7.692006407260732,-4.134173427633881,134.3923815656947,63.708193683378326,24.168072162981492,93.97336115006102,133.231922079338
2025-10-05,22.248385214957068,12.951017889074713,14.517493353366962,18.088669983270478,10.538559815487503,21.330727568577966,-0.2568417684853941,0.9026315970568133,,26.164447380021127,24.942416663672738,23.768482510181975,86.15682353979734,110.13593430279455,26.421281394751684,29.392355735869558,30.994244327595034,29.493677355279658,45.17175755467229,7.900808609209453,-4.003174769873851,127.89612803852192,63.75750338491804,24.178939682659518,94.14188326205652,132.4691900883068
2025-10-06,23.380788279551723,12.809106498847257,14.470228714943545,18.117482114868388,10.364227467312293,22.059558867848207,-0.2419937822360052,1.0165525988182988,,26.072613159265124,24.914862459261755,23.84079720525194,74.60242491525602,111.38991092118661,26.647766346866987,29.87732343883962,31.65509462539862,29.46956934911067,46.533307143023464,7.782261163831894,-3.8118044118187866,137.39294836797558,63.863496830990485,24.180878871807998,94.33288655788779,103.85735426531686
2025-10-07,22.507183189177216,12.755848433637684,14.462203950977104,18.03027318205277,10.265538942256303,22.203671830455683,-0.14499082173851097,1.1776108043888733,,26.12170991444731,24.89624177642378,23.896999539770867,88.00909321642713,108.9458029014446,26.412775531789954,29.53492917484388,31.2148999149233,29.553927743878173,46.910837340206626,7.873878403311063,-3.5816823302503797,139.8544490995087,64.14752707321686,24.192249709386648,94.49453178435978,135.06278786041017
2025-10-08,22.330502895534423,12.923566115684594,14.788849121064596,18.54438018698923,10.132001206793761,22.70439969722815,-0.14249582454544107,1.2468175460020658,,26.138596767106435,24.869247715552145,23.95250492808043,79.97492539953195,111.38628070624672,26.38518970490651,29.9443440566979,32.019516262677385,29.20122086479775,46.774125471091764,7.325269215451691,-3.467939992256386,146.83269824507406,64.269328817967,24.20331851641766,94.68723736004911,133.0813356987647
2025-10-09,21.977348499204208,12.841691986346614,14.75410034545559,18.494392950550665,10.034108397957109,22.13437853740048,-0.17242866386483202,1.4230401702361561,,26.142329783263275,24.834613687022777,23.997103683997945,68.30567691841884,110.3787106482394,25.874831764844195,29.507589828152092,31.80690798828685,28.506045558700556,45.53578239611251,7.312482172860646,-3.017267024249881,150.02989050971522,64.41613938096422,24.207287922151764,94.85348754206562,109.84577635491885
2025-10-10,18.79295998599457,12.275140147548292,13.964112490009107,17.432602088157,9.705859451419641,22.499384820332136,-0.03084864709345103,1.2129115902955512,,26.065163076247867,24.804634332293674,24.018727016735355,76.33552152842064,105.89891475998851,23.908589043874628,26.78831080344026,28.502766536805257,27.00518551974904,45.73752925753338,7.286100084199565,-3.2858867702085015,149.48827918347808,64.44677270806427,24.213868534049766,94.98713383530908,118.7419897346285
2025-10-11,18.567311024923416,12.344339743216338,14.063701142166153,17.584625968921742,9.791231894247087,22.36151984018573,-0.12275074563559141,1.159329396933395,,25.973621904243196,24.778719028082353,24.04706127720877,84.46555365978108,104.01093177663263,24.28803061202718,27.009176879440446,28.442652173206074,27.406953768008524,45.96026311354462,7.7511231889328736,-3.6268066153742784,152.76086116529314,64.45232185508554,24.22072566132836,95.11836526030027,126.62603855021342
2025-10-12,18.909310139616544,12.243521302823911,13.836489202573453,17.405417290329627,9.948590977886695,21.823162639645233,-0.17943853472977,1.2773984083479961,,25.90964114114078,24.742749206324667,24.08310784534484,74.09485069535882,106.7373138432703,24.598735639964396,27.81504775917163,29.372349266530897,27.272615269475843,43.66917411459534,7.52071966552692,-3.6629598186446177,155.56366273418683,64.48042598600767,24.232193666674195,95.25128789105504,147.70916118429685
2025-10-13,19.001533763964183,12.202754809865922,13.914776852500399,17.457352162464822,9.755360616086994,22.481776339803282,-0.18012000952364327,1.3838433509887782,,25.820242078109246,24.71691264524498,24.11740277944958,85.3318851639266,107.02317856537947,25.55102270861005,29.16413130774962,30.93826675718121,27.88117323387671,45.40435119427511,7.622375200602671,-3.52193809107495,168.0066078895208,64.46319963970136,24.24484915153431,95.38545320860734,145.72568253930785
2025-10-14,16.65440108880849,11.955913689704612,13.546172362452324,16.845162878177344,9.650193851582767,23.192273028197306,-0.07949983061865673,1.3330189564493278,,25.7130725891235,24.689129271829692,24.147366711466645,88.83583212366585,104.36416290427721,25.474309267128525,28.733228010527824,30.095289788085378,28.583489081992262,45.92260759132141,7.70790895879041,-3.6289005575512623,174.38213431903256,64.58752449569943,24.257321996693616,95.54098714222552,142.24782522344844
2025-10-15,16.16937506205516,12.079967661011427,13.745962579373817,17.133598585801835,9.650193851582767,23.722642699372564,-0.08941606414767378,1.2664546578829095,,25.75039784801938,24.65964062520385,24.181702325061337,83.51711322319714,97.28098077573107,25.096141111187787,28.462454760501753,30.114867741672203,27.911214449361953,47.54109569062599,7.986788654824939,-3.5699330951622144,169.84931766699094,64.84764597218602,24.266592473664517,95.66158322194265,135.86394962093053
2025-10-16,15.343100469675598,11.888654937010745,13.640517712108679,17.155225089908456,8.880084242263319,24.439767568244243,-0.0002741112767101761,1.1637914677250505,,25.7049897158381,24.62334628787808,24.211432313671644,77.62750647774945,94.97128617950084,24.672311919586143,28.43491676840293,30.465963194514178,25.821228440971655,49.118227735824306,8.570863477135493,-3.7698839412900087,152.1942009818635,64.7961339903848,24.273445654098992,95.78087337513752,124.42644143983573
2025-10-17,14.74100684018358,11.964315094198286,13.542254093012463,16.959889979025668,9.09338201872185,23.92709691647528,-0.017463292345543113,1.17138119354947,,25.597059708646274,24.589926199154522,24.237372906641962,82.12289762377465,94.74092515541437,25.86705657229944,29.709496547784873,31.25615940748061,27.431378073368663,46.651310924739064,8.748852743439528,-3.8949385009347637,158.83142496356948,64.80695340493305,24.282858885403357,95.89856517407442,138.527264293009
2025-10-18,13.625798544953938,11.749408093955683,13.328456122043919,16.671559239877976,8.82588929891015,23.827731156878173,0.05472214599573366,1.2145005952238996,,25.373594707104054,24.55445520069692,24.250984407323763,81.46392924007083,93.54147515775533,26.42368742788108,30.320617880004463,31.633420111379017,28.285857237943123,45.75951177566622,8.956232728154934,-3.7503245266643725,160.17446167501998,64.86456199962613,24.29408344255195,95.99101672443815,143.99389862498077
2025-10-19,13.237020471346872,11.639949323870091,13.3654560750752,16.752517920977496,8.608835945904069,23.557902243774585,0.07225247243392019,1.2766485353952417,,25.155018160294308,24.516057758253005,24.259397960661634,75.82808894525101,91.59814914752624,27.207667403017833,31.303685646616387,32.760734910935206,29.278017540820844,45.56089135434031,8.760663611710306,-3.7095357032681964,159.27679027590563,64.81451207298062,24.30054061285758,96.0795602655102,134.43700852396154
2025-10-20,15.459637337348298,11.856228676173576,13.547945790060378,16.964354720044806,9.040235771883399,24.69533426233701,0.1670733782288769,1.26100596222809,,25.02814899860546,24.47969435148032,24.28542167527159,79.16215290377298,92.67464897903572,27.867466392564346,32.12835497017829,33.49931798505852,30.031471629612128,48.18656196064555,8.852197211315493,-3.6313083501444576,162.6829457923814,64.82017376318636,24.30700838285422,96.17724046057128,129.41334368543767
2025-10-21,15.678544224217683,11.884808693288583,13.78028919834453,17.080980572305606,8.631579172951586,22.454810998879093,0.14348788017246594,1.3914748958370415,,25.03760674969491,24.442330663729138,24.31464584897407,76.86472707506489,90.77542361643114,27.86650764382088,32.11108086617658,33.53405839050944,29.95755369537587,43.34559639729483,8.906010496193261,-3.465279656642173,154.28633837614726,64.87539704400787,24.3131411841617,96.26008001083986,128.67249396748144
2025-10-22,15.131643854898268,11.739107199251354,13.505253134517602,16.790588740402068,8.476738372814152,22.458057635037832,0.1410107495921631,1.3837877271345,,25.058846832807635,24.41079614488313,24.339481640638972,81.56755223771785,80.06964896070438,27.644360998358653,31.275248189888227,32.79555121620754,29.99167825191975,43.595868774543646,8.688187754475486,-3.196824868429593,135.1807722844735,64.88408017494471,24.317089567555715,96.28081203391916,126.53377820257168
2025-10-23,15.853163837613238,11.904390297277413,13.743049684468778,17.157037079857783,8.533589771242234,22.580404417836107,0.0964605335664448,1.3940375484555512,,25.014488614200037,24.37621859726098,24.36969419856341,75.85126666149371,79.82562940960776,27.54236573609723,31.18931528445552,33.17254808357648,29.682942811788294,43.890808952418304,8.398012192507288,-3.5103735800486424,130.76850087181637,64.6501443394935,24.321363453637844,96.32053461168255,144.35997370392198
2025-10-24,15.166220484763926,11.982496893192307,13.755440512596495,17.512995743912253,8.86028335838025,22.26672996518413,0.097093979461782,1.342512018060682,,24.90011587816734,24.3336634871673,24.3962334317416,77.93913157617827,79.13387876564354,28.991479248698493,33.53217109922013,35.00159959050939,30.627993703704636,43.34803895189021,8.857578896698804,-3.6233266623913685,142.5742290476193,64.5696483410476,24.330819064571465,96.346047887359,157.3511875193443
2025-10-25,16.588573667619034,11.957313352926825,13.666069460154873,17.429967678888048,8.84016802181835,22.493960435749692,0.051115041415505935,1.304737070061468,,24.838741006848373,24.30096830863018,24.439018906090748,82.07631424058293,80.3555290325034,29.770801471490692,34.823711969744586,36.30995746012806,30.770649502989667,43.23503867679952,8.492620823351672,-3.6549750943359327,149.65725325028365,64.45351504941445,24.334150348417527,96.40179190114469,136.16164618884375
2025-10-26,18.308739597323644,12.081651403505411,13.60020718121131,17.455772121497493,9.293893479895088,22.413734076875947,-0.031811337271447915,1.3290119980402748,,24.879400603948753,24.26730243644424,24.48705381555878,76.55440917527369,84.01007425726806,30.065905581470332,34.5012096457056,35.91600168487024,31.97096888299584,42.409336392290584,8.510204474149386,-3.6368936018114195,151.7596659634604,64.46399968268142,24.335596426831852,96.46882714688458,126.41434748633262
2025-10-27,17.133602187303488,12.141240858814829,13.788045769056767,17.699630041158155,9.073806487183056,21.559936988650797,0.005097084088157011,1.423519122010064,,24.84569446311715,24.23498454157844,24.53396002559538,77.6801219645483,82.59196583397434,30.830895962236337,35.693604095908604,37.16489179968549,32.24402156487179,40.41303979994619,8.547748634393582,-3.71970610388197,154.30116417474133,64.51661320798586,24.336415974204193,96.5552249932887,121.38186229010807
2025-10-28,16.074962453190267,12.158775111197627,13.866396955270632,17.863635885887064,9.007579570630897,21.601045467576707,0.026465486053761644,1.1923792291800739,,24.83201805473709,24.196721082810257,24.568668253699965,77.02016689600335,80.7477088976264,31.004524111223898,36.21434306182027,37.84215513903539,31.821794840805495,39.90903318977998,8.579923195674088,-3.7635755534847437,151.44281108593373,64.63941285460571,24.345400035160036,96.60692018467883,150.16435520338956
2025-10-29,15.782616321854848,12.172240086638176,13.994365552632937,18.074821790661954,8.541745740238206,21.485747639576914,-0.09227080344961225,1.3279658269122807,,24.84302394843443,24.159327193475754,24.610290461510775,71.94687213382008,79.17244561808761,30.25963430356484,35.75814669214499,37.5998010167061,29.54926535581808,40.03935312273932,8.451212503545813,-3.3056746206683085,149.02506918042883,64.675919671139,24.339808738378686,96.64816449016091,108.30918483141971
2025-10-30,15.013694986317283,11.862538200839424,13.556140987919395,17.710135437525977,8.6146024606103,22.077955609010736,-0.13939046160507118,1.4070191579389046,,24.82383590306414,24.129938633368255,24.650199155074848,83.54104447027343,76.2000878403063,29.136467420479107,34.395389187593665,36.26667269831634,29.01979394647909,41.79537056698284,8.38413825020201,-3.400205563341996,144.87185752815003,64.72520309810706,24.342200180243555,96.68511320860948,138.34843523398104
2025-10-31,15.812093155749917,11.906071693418285,13.59588123382589,17.782304809275807,8.673811379628148,21.75328370818479,-0.13902421515918917,1.5405172979902515,,24.687962176615574,24.096807154426926,24.69372154492284,78.35789194170498,76.18420185091408,28.663830475921426,33.56501499575275,35.03370405042805,28.77542488246352,41.63312667548187,7.7580624259621755,-3.3688695306430705,144.03693369707563,64.62020547457799,24.34003236471254,96.71005713370143,124.67417988288747
2025-11-01,14.882073592474176,11.793240196581213,13.47744174997263,17.524480920684084,8.606468362805831,21.81878368021073,-0.18915585226895182,1.4838128484247592,,24.522277481137422,24.05846747095337,24.726408472664474,74.93846325235256,77.77001811979085,27.448384961999682,32.3689494274148,33.905099056583786,27.27965919685671,41.39831249498722,7.435275010976139,-3.0234675856023463,133.4368626558106,64.58838233109414,24.339296810048495,96.74879849655049,133.15936008008572
2025-11-02,14.902766556232816,11.623258121029846,13.178257664183125,17.35355266337224,8.50584097582301,22.07335052329855,-0.13902421515918917,1.5459251055445655,,24.40369181302422,24.02017570701769,24.755721783965345,78.39124695821238,78.03992787929144,26.870965705341998,31.59814710561133,33.22118038420043,26.448027013777043,41.1417438434863,7.109669757210013,-2.5169121690918783,133.54716699270935,64.5373646460435,24.344384707228595,96.77458543238467,153.3512757504779
2025-11-03,14.646318136124158,11.544407992090688,12.953157051679032,17.018444043273952,8.748983137732624,21.78420183843879,-0.25241030523457386,1.4316034818971701,,24.397043343085723,23.988409383886378,24.76816931255177,81.20142250587313,73.9908713112835,26.989958455059558,31.912607217175015,33.493390637528584,26.182155307379638,41.268213951564036,7.043919831596512,-2.4827308561709005,141.68670907204333,64.54347196287145,24.336543172303337,96.78588007350477,118.29880938544753
2025-11-04,13.48601330633954,11.116124335036792,12.348764716639838,16.088533767201298,8.87586180566422,20.854572415559126,-0.33749928549836605,1.5284259778404419,,24.3066601488122,23.950977544585218,24.775797521337985,74.1178770741578,70.23514125726177,26.23507450215934,30.566963944674484,31.71959096561652,26.508376585872973,40.025435925823196,7.070653937455584,-2.312003693507536,135.67395604345927,64.47640286780589,24.325374428667025,96.75710611986186,111.7591965181004
2025-11-05,13.931087927882535,11.212264642955905,12.531109502284664,16.201914474775812,8.969206076704705,21.202469060269745,-0.40474794531689673,1.5233592388861128,,24.2654832609694,23.91545964757129,24.784549102893337,76.29954608697682,71.91563574751999,26.30839911231555,30.72477084882028,31.545020872190666,26.913371210538827,41.384713363534956,7.193999842444243,-2.4146322941550946,146.26082568999252,64.40584677696384,24.324179303907645,96.7213338689253,147.37988502917014
2025-11-06,12.557732447242142,10.912748470185685,12.003369994902101,15.613674152937307,8.870670855680029,21.166076188104356,-0.3126311840321305,1.4040990360011385,,24.23638106792463,23.879822300579168,24.77787896144139,77.53889937227507,68.98166650257018,25.450582530087583,28.893762740437868,29.51059168531063,26.778100688857464,41.593587032879874,7.107026516298731,-2.791471275241897,134.50674398335224,64.33970384151041,24.321330826010335,96.65177243583933,142.53218126332942
2025-11-07,11.83074433305582,10.91637572748807,11.952855013559782,15.358548990649613,8.912936525757221,21.24228911605195,-0.2771058614627675,1.44371130790506,,24.15059556442014,23.846761985597254,24.75200799360111,83.16772937393984,70.05901262656135,25.466383283030993,28.648830837388562,28.92184773164226,27.149230046184037,42.73930232433951,6.904268469424268,-2.8778520951809883,138.23786878230342,64.49221853993488,24.313648027494338,96.58775684478901,131.67423551978442
2025-11-08,11.028332889904124,11.008217313666012,12.146341341373601,15.47732058958311,9.062311083006346,21.093373669051772,-0.34635056976859424,1.467995733923333,,24.025897857945154,23.803782178458487,24.707952122405796,71.22954502302615,67.03827794444108,25.958498531090935,29.14673381644406,29.223634561626266,27.414380483311774,42.45588560609717,7.353786733429546,-3.024690495964477,140.84299296343391,64.30466561007084,24.296563789974734,96.47087032140355,119.19901448040125
2025-11-09,12.806816811236477,11.232607277012029,12.562221165329014,15.958593179198743,9.110058202377736,20.766855052376563,-0.17715161338079932,1.2291291849818364,,23.932446761220326,23.765206101126203,24.674762912972902,78.7186247261648,67.54214948050073,24.987077634681263,27.718993153855397,27.568216834264536,26.69847412315125,43.239381481404514,7.228026276013089,-3.0017900193295755,140.5912089758339,64.21297657201008,24.283807405012816,96.35281013856383,126.34474074890854
2025-11-10,12.907298175392889,11.654994186480572,13.101390705818815,16.55688723490407,9.13306656943027,21.414311942105257,-0.14130381240554657,1.1463492036521306,,23.889515894935887,23.725555871976933,24.63553346502303,75.52716182238018,69.71780658785163,25.958479112480525,29.12410458269854,29.189271008000837,26.926321273390876,45.18433925865628,7.206624247406257,-2.992049651705031,137.2710377664867,64.23180291204882,24.27172558000521,96.26141260189928,119.93630082989478
2025-11-11,12.650838671624864,11.509044357173593,12.730615063422723,15.95671890460304,9.195201758147565,21.476146386768626,-0.062245856316012205,1.1189943183997242,,23.499024265167833,23.692934076692794,24.612524584984264,83.96865677892815,66.4912801218095,26.10256560821749,28.95202761763125,28.63728935573999,27.213535696445067,45.46991289225246,7.367060422006078,-3.069985128355057,129.3218334303494,64.23276465973959,24.262615656927377,96.14754809677939,127.34859398345644
2025-11-12,12.075422624528986,11.524551991110332,12.708390623101696,16.046646583067336,9.430437026833927,21.9624862539183,-0.07219787537321443,1.1240784210104993,,23.48151386806798,23.65629600943635,24.59045694554294,76.78810532333836,66.6962048554306,26.197800136829773,29.1026650977952,29.215322954644396,27.856518866869905,46.23030798650556,7.351395431498342,-2.9685357972172866,128.52688058273037,64.2129057924387,24.260354114891246,96.05818442733698,148.6040346967778
